Stock,YEAR,AGE,HARVEST,NATURAL_MORTALITY,MATURITY,POPULATION,CATCH_N,MEAN_W,FSPAWNING,MSPAWNING,SSB,REC,BIOMASS,CATCH,FCURR,minFbar,maxFbar,minYEAR,maxYEAR,minAGE,maxAGE,PlusG
HKE1718SS3,1998,0,0.08235,1.34,8.31528027664132E-07,325632,14252.906565998,9.43444E-06,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,1,0.548175,0.655,0.000911051194401,103961.3,33221.850901,0.0355354,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,2,0.84128,0.56125,0.057324175898869,50393.4,22857.75919,0.13227,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,3,0.900935,0.4675,0.197816111441418,9854.78,4839.12676,0.312104,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,4,0.854305,0.37375,0.5,3197.12,1568.57462,0.583611,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,5,0.79969,0.28,0.5,1140.295,556.41151,0.947785,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,6,0.758736,0.2743335,0.802183888558582,359.123,169.864833,1.40048,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,7,0.729543,0.2686665,0.802183888558582,99.9634,46.2412358,1.9343,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,8,0.7070775,0.263,0.802183888558582,20.25145,9.21803895,2.53988,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,9,0.6881335,0.2573335,0.802183888558582,4.46188,2.002671495,3.20696,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,10,0.672248,0.2516665,0.802183888558582,0.931919,0.4127466953,3.92498,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,11,0.658067,0.246,0.802183888558582,0.1911007,0.083456014218,4.68355,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,12,0.645562,0.2403335,0.802183888558582,0.0392618,0.0169041242316,5.47293,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,13,0.6346645,0.2346665,0.802183888558582,0.00815598,0.00346384847892,6.2839,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,14,0.6256815,0.229,0.802183888558582,0.001721136,0.000722111522995,7.10797,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,15,0.6177005,0.2233335,0.802183888558582,0.000369442,0.000153253199704,7.93727,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,16,0.6109735,0.2176665,0.802183888558582,8.07402E-05,3.31629036652409E-05,8.76398,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,17,0.6054765,0.212,0.802183888558582,1.795553E-05,7.31335292593497E-06,9.58033,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,18,0.6005205,0.2063335,0.802183888558582,4.05917E-06,1.64088067839851E-06,10.378,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,19,0.5974675,0.1959975,0.802183888558582,6.95614E-07,2.79479921036537E-07,11.1487,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1998,20,0.5974675,0.1959975,0.802183888558582,2.130178E-07,8.42041162182829E-08,14.164,0,0,3082.38477634981,325632,13000.9,9493.29,0.78617375,1,4,1998,2018,0,20,20
HKE1718SS3,1999,0,0.061905,1.34,8.31528027664132E-07,311352,10328.783270743,9.43444E-06,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,1,0.43065,0.655,0.000911051194401,78615.8,20709.991765,0.0355354,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,2,0.723275,0.56125,0.057324175898869,31268,12777.558862,0.13227,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,3,0.795645,0.4675,0.197816111441418,12409.54,5606.88321,0.312104,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,4,0.719406,0.37375,0.5,2520.17,1091.7701,0.583611,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,5,0.613593,0.28,0.5,944.65,375.39512,0.947785,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,6,0.528073,0.2743335,0.802183888558582,389.583,138.905414,1.40048,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,7,0.4689875,0.2686665,0.802183888558582,127.839,42.1141033,1.9343,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,8,0.429336,0.263,0.802183888558582,36.6351,11.39334845,2.53988,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,9,0.4020135,0.2573335,0.802183888558582,7.59206,2.257918933,3.20696,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,10,0.3830885,0.2516665,0.802183888558582,1.708697,0.490641293,3.92498,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,11,0.3688945,0.246,0.802183888558582,0.36455,0.1015698004,4.68355,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,12,0.357854,0.2403335,0.802183888558582,0.0764437,0.0207397791701,5.47293,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,13,0.3490065,0.2346665,0.802183888558582,0.0160638,0.00425597961628,6.2839,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,14,0.342049,0.229,0.802183888558582,0.00341122,0.000885382026608,7.10797,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,15,0.3360945,0.2233335,0.802183888558582,0.000734808,0.00018715750475,7.93727,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,16,0.3311655,0.2176665,0.802183888558582,0.000160858,4.0296994067469E-05,8.76398,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,17,0.3271675,0.212,0.802183888558582,3.58028E-05,8.84140393178376E-06,9.58033,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,18,0.3236235,0.2063335,0.802183888558582,8.09737E-06,1.97377222100888E-06,10.378,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,19,0.3227495,0.1962615,0.802183888558582,1.860073E-06,4.48442055824815E-07,11.1487,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,1999,20,0.3227495,0.1962615,0.802183888558582,4.24816E-07,9.96869934723323E-08,14.164,0,0,2926.24703634202,311352,10675.5,6659.08,0.667244,1,4,1998,2018,0,20,20
HKE1718SS3,2000,0,0.06735,1.34,8.31528027664132E-07,400360,14418.235700524,9.43444E-06,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,1,0.465185,0.655,0.000911051194401,76704.8,21514.2131821,0.0355354,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,2,0.76395,0.56125,0.057324175898869,26599.7,11298.129587,0.13227,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,3,0.830005,0.4675,0.197816111441418,8660.67,4026.01109,0.312104,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,4,0.743135,0.37375,0.5,3527.09,1561.6144,0.583611,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,5,0.6253945,0.28,0.5,858.889,343.27678,0.947785,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,6,0.5293775,0.2743335,0.802183888558582,395.48,138.43311,1.40048,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,7,0.462249,0.2686665,0.802183888558582,177.6347,56.3733683,1.9343,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,8,0.416837,0.263,0.802183888558582,61.5041,18.2666555,2.53988,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,9,0.38556,0.2573335,0.802183888558582,18.2775,5.17592725,3.20696,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,10,0.364033,0.2516665,0.802183888558582,3.89571,1.0634273563,3.92498,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,11,0.348148,0.246,0.802183888558582,0.897384,0.23723772402,4.68355,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,12,0.336023,0.2403335,0.802183888558582,0.1955265,0.050219290538,5.47293,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,13,0.3264805,0.2346665,0.802183888558582,0.0418091,0.01046084877236,6.2839,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,14,0.319076,0.229,0.802183888558582,0.008948,0.002188187987871,7.10797,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,15,0.3128315,0.2233335,0.802183888558582,0.001932578,0.000462769978888,7.93727,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,16,0.30771,0.2176665,0.802183888558582,0.000423069,9.94490991451E-05,8.76398,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,17,0.3035825,0.212,0.802183888558582,9.40258E-05,2.17519438943175E-05,9.58033,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,18,0.2999565,0.2063335,0.802183888558582,2.122559E-05,4.83987827824223E-06,10.378,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,19,0.298587,0.196205,0.802183888558582,4.86574E-06,1.09603414369039E-06,11.1487,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2000,20,0.298587,0.196205,0.802183888558582,1.395276E-06,3.05433393335382E-07,14.164,0,0,3084.15155191095,400360,9863.16,6269.98,0.70056875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,0,0.066145,1.34,8.31528027664132E-07,384244,13596.210973236,9.43444E-06,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,1,0.46082,0.655,0.000911051194401,98102.4,27308.5795194,0.0355354,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,2,0.76628,0.56125,0.057324175898869,25067,10667.969361,0.13227,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,3,0.836085,0.4675,0.197816111441418,7074.58,3304.83503,0.312104,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,4,0.74625,0.37375,0.5,2378.72,1055.82964,0.583611,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,5,0.623299,0.28,0.5,1175.936,467.45894,0.947785,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,6,0.5230145,0.2743335,0.802183888558582,358.493,122.977715,1.40048,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,7,0.4531915,0.2686665,0.802183888558582,183.1814,56.029525,1.9343,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,8,0.4063225,0.263,0.802183888558582,87.7366,24.856211,2.53988,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,9,0.374378,0.2573335,0.802183888558582,31.5793,8.52079664,3.20696,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,10,0.352645,0.2516665,0.802183888558582,9.63906,2.517505168,3.92498,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,11,0.336791,0.246,0.802183888558582,2.09889,0.5335862001,4.68355,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,12,0.3248045,0.2403335,0.802183888558582,0.493117,0.122280380443,5.47293,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,13,0.3154405,0.2346665,0.802183888558582,0.1094811,0.0265173197492,6.2839,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,14,0.3082135,0.229,0.802183888558582,0.0238341,0.00565149240431,7.10797,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,15,0.3021385,0.2233335,0.802183888558582,0.00518719,0.001205526699996,7.93727,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
HKE1718SS3,2001,16,0.2971685,0.2176665,0.802183888558582,0.001138461,0.000259868867955,8.76398,0,0,2869.52292851101,384244,9806.29,6216.4,0.70235875,1,4,1998,2018,0,20,20
